what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962003624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962003865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962008734
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329962008756
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962008927
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962013665
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962013884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962020831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962024255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962047174
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962049744
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962049975
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962057672
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962057871
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962060004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962061528
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962063114
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962070210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962072325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962072802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962073074
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962074404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962075134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962076339
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962076534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962085765
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962090009
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962090215
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962098064
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962102781
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962102961
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962106743
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962106954
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962107895
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962108088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962122788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962124622
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962124792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962125050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962132693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962133764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962133998
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962134253
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962220523
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962228887
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962229056
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962242220
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962242380
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329962279091
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329962279301
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329962283761
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329962284865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329962288405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329962288556
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329962289686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329962293436
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329962293596
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329962294736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962295386
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962308685
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962313080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962317627
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962318016
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962318268
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962319874
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962320132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962325288
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329962325310
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962343655
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329962345580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329962346966
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962353424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962354272
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962358782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962359340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962360900
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962365750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962367280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962367688
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962367924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962412239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962451875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962452865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962453174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962453463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962469434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962477123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962478034
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962478295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962478586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962500376
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962516053
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962516263
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962519227
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962519408
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962521069
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962521254
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962542868
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962543065
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962543108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962682095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962682478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962682777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962782909
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962785475
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962785806
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962786434
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962786609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962800543
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962802212
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962802604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962802886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962831807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329962835252
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962837130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962838146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962838567
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962838867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962857275
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329962869830
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329962871516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329962871770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962877531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962877876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962878145
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329962891020
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962903903
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962904086
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962908546
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962908739
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962915161
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962915339
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962930273
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962930438
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962933313
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962933490
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962954275
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962961028
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962976958
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329962977168
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329962999852
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329963000052
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329963040625
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329963040797
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329963045176
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329963045357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329963053468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1329963053708
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329963056408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329963063789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963065331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963066701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963066901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963067698
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963067969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963078532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963097681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963097972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963098242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963117045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329963123676
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329963124953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329963125230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963126625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963126941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963127195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963136620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329963141848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963144603
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963144899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963145181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963153934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963155865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963182850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329963189570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329963190850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329963191159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963192262
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963193745
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963193910
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963196904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963197051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963198292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963199054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963201071
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329963210877
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1329963211859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329963214879
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329963215479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329963215809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329963217719
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329963220729
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963221589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963223399
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329963225409
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329963228119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329963228399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963229769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963230086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963230346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963238852
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329963261929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963263409
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963263706
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963263985
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963270622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329963291223
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329963294873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963296463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963298362
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963298627
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963311120
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329963338519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963340039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963341279
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963341329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963342299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329963346649
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963348079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963348354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963348607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963355392
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329963357863
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329963361723
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329963362053
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963363093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963363420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963363693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963369811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329963382306
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963384426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963384656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963384926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963390443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329963392812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963394572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963395982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963396162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963397224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963397532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963403453
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.SourceView",1329963403566
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.SourceView",1329963403589
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1329963404175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963408432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329963453292
